Ulasan,stemming,Learnability,Efficiency,Errors,Satisfaction
"adanya Starbucks di sby sangat enjoy utk ngeloby dgn para kolega, juga suasananya sangat nyaman utk share dgn para businessman","['starbucks', 'surabaya', 'enjoy', 'ngeloby', 'kolega', 'suasana', 'nyaman', 'businessman']",0,0,0,0
"Kekurangannya cuma 1 nggak bisa ganti nomor hp kalo udah jadi Member Premium. Rubahlah itu peraturannya, masa mau ganti nomor g bisa","['kurang', 'ganti', 'nomor', 'handphone', 'member', 'premium', 'rubah', 'atur', 'ganti', 'nomor']",0,0,-1,0
Setelah di instal ga bisa ke buka,"['instal', 'buka']",0,0,-1,0
Di update tapi ngga bisa sign in lagi ke aplikasinya dan akibatnya ngga bisa cek saldo dan reward. Begitu beli langsung di counter jumlah reward beda dengan sebelum di update. Adakah solusi untuk hal ini? Hub customer service solusi yg diberikan tidak menjawab masalah.,"['sign', 'aplikasi', 'akibat', 'cek', 'saldo', 'reward', 'beli', 'counter', 'reward', 'beda', 'ada', 'solusi', 'hubung', 'customer', 'service', 'solusi']",0,0,-1,0
"Kemarin tgl 21 juli di suruh up date,langsung saya up date... Eeee...sampe tgl 23 ini aplikasi tdk bisa di buka setelah di up date..","['kemarin', 'tanggal', 'juli', 'suruh', 'up', 'datelangsung', 'up', 'date', 'eeesampe', 'tanggal', 'aplikasi', 'buka', 'up', 'date']",0,0,-1,0
Update jadi ga bisa di buka,['buka'],0,0,-1,0
Habis update terbaru malah ga bisa di buka ngebuk aplikasinya,"['habis', 'baru', 'buka', 'ngebuk', 'aplikasi']",0,0,-1,0
hallo kok setelah pembaruan app gak bisa dibuka yaa???,"['baru', 'app', 'buka']",0,0,-1,0
"Aplikasi tidak bisa di buka setelah update, tolong di perbaiki dan update kembali","['aplikasi', 'buka', 'tolong', 'baik']",0,0,-1,0
"Perasaan Tambah hari gak tambah memudahkan ya, tambah ribet, tambah banyak masalah, sekarang aplikasinya tidak bisa dibuka, padahal masih lumayan saldonya, kacauuu, gimana kalo gini???","['asa', 'mudah', 'ribet', 'aplikasi', 'buka', 'lumayan', 'saldo', 'kacauu']",0,-1,-1,0
Kenapa sering log out sendiri,"['log', 'out']",0,0,-1,0
Aplikasi tidak bisa dibuka,"['aplikasi', 'buka']",0,0,-1,0
"Hari ini saya topup saldo ecard saya sebesar 200.000 kenapa tidak masuk ya hiks..saya topup sblm aplikasi diupdate, ketika update ko saldo malah tidak masuk, dan histori tidak muncul padahal di aplikasi sebelumnya ada akan tetapi saldo tidak nambah, gmn solusinya?","['topup', 'saldo', 'ecard', 'hikssaya', 'topup', 'aplikasi', 'diupdate', 'saldo', 'histori', 'muncul', 'aplikasi', 'saldo', 'tambah', 'solusi']",0,0,-1,0
"Parah beud, isi kode / otp masa harus klik kotaknya 1 per 1,","['parah', 'banget', 'isi', 'kode', 'otp', 'klik', 'kotak']",0,-1,-1,0
Aplikasi tolol. Verifikasi aja di persulit!,"['aplikasi', 'tolol', 'verifikasi', 'sulit']",0,-1,-1,-1
So bad.... Why i can't join in starbuck ? Why I can't make an account ? And why i don't get my OTP CODE ?,"['sok', 'bad', 'cant', 'join', 'starbuck', 'cant', 'pakai', 'account', 'dont', 'get', 'otp', 'code']",0,0,-1,0
Bagaimana saya mengetahui nomor kartu starbuck dan pin nya??,"['nomor', 'kartu', 'starbuck']",-1,0,0,0
Nice,['nice'],0,0,0,1
Nice,['nice'],0,0,0,1
👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👍👍👍👍👍,[],0,0,0,-1
Starhucks... Septy,"['starhucks', 'septy']",0,0,0,0
Ok,[],0,0,0,1
Mau daftar aja susah banget. Jadi berasa aplikasinya gak membantu sama sekali,"['daftar', 'sulit', 'banget', 'asa', 'aplikasi', 'bantu']",-1,-1,0,0
Tolong dong starbucks saya udah berkali kali log in di aplikasi nya tapi tidak perna dapat kode otp sms dari starbucks gmn saya mau log in ??,"['tolong', 'starbucks', 'kali', 'log', 'aplikasi', 'kode', 'otp', 'sms', 'starbucks', 'log']",0,0,-1,0
🍺,[],0,0,0,0
Good aplikasi,['aplikasi'],0,0,0,1
Mantappppp.......👍👍👍👍👍,['mantap'],0,0,0,1
"Kenapa ngga bisa top up ya? Abis klik nominal ngga lanjut ke step berikutnya, balik lagi ke pilihan nominal. Sebelumnya ngga gini padahal.","['top', 'up', 'habis', 'klik', 'nominal', 'step', 'pilih', 'nominal']",0,0,-1,0
"Aplikasi terlalu basic,tidak menarik. System masih eror","['aplikasi', 'basictidak', 'tarik', 'system', 'eror']",0,0,-1,-1
"Tidak bisa daftar, fomat email tdk valid trs","['daftar', 'fomat', 'email', 'valid']",0,0,-1,0
Bagus banget,"['bagus', 'banget']",0,0,0,1
Apk jelek .lemot bgt.. udh gtu w ikutin sesuai petunjuk msukin member card..malah ke login n no membernya gada,"['apk', 'jelek', 'lot', 'banget', 'ikut', 'sesuai', 'tunjuk', 'msukin', 'member', 'cardmalah', 'login', 'membernya', 'enggak ada']",0,-1,-1,-1
Mantap,['mantap'],0,0,0,1
Minuman coffee favorite keluarga indonesia,"['minum', 'coffee', 'favorite', 'keluarga', 'indonesia']",0,0,0,0
"AUTO RE LOGIN TERUS, SURUH SET NEW PASSCODE MULU DENGAN KIRIM OTP KE EMAIL SANGAT MEREPOTKAN!!! SEPERTI TIDAK NIAT MEMBUAT APLIKASI, MUNGKIN KURANG PENGALAMAN DI DALAM MEMBUAT FIRE WALL PATCH KEAMANAN DATA PENGGUNA E KARTU STARBUCKS SEHINGGA DIBUAT AUTO RE LOGIN DENGAN CARA BUAT ULANG SET NEW PASSCODE. SANGAT SANGAT MEREPOTKAN!!!","['auto', 'login', 'suruh', 'set', 'new', 'passcode', 'mulu', 'kirim', 'otp', 'email', 'repot', 'niat', 'aplikasi', 'alam', 'fire', 'wall', 'patch', 'aman', 'data', 'guna', 'kartu', 'starbucks', 'auto', 'login', 'ulang', 'set', 'new', 'passcode', 'repot']",0,-1,-1,0
"Really bad UI & UX, even to create a password requires many conditions.","['really', 'bad', 'ui', 'ux', 'even', 'create', 'password', 'requires', 'many', 'conditions']",0,0,-1,0
"Ini aplikasi tersulit saat mau join nya, padahal sdh ikutin semua direction","['aplikasi', 'sulit', 'join', 'ikut', 'direction']",-1,0,-1,0
"Baru dwonload ni app, tp blm coba top up Bantu jawab yg loginnya susah dan tidak dapat kode verifikasi coba cek difitur email kalian dikategori promosi atau spam ya. Karna otp login yg saya terima pun masuk dispam","['dwonload', 'app', 'coba', 'top', 'up', 'bantu', 'loginnya', 'sulit', 'kode', 'verifikasi', 'coba', 'cek', 'difitur', 'email', 'kategori', 'promosi', 'spam', 'otp', 'login', 'terima', 'dispam']",0,0,1,0
Bintang yg bicara...nyesel download aplikasi ini,"['bintang', 'bicaranyesel', 'download', 'aplikasi']",0,0,0,-1
"Penasaran dg aplikasi ini krn banyaknya komplain yg katanya susah bgt utk bikin account & login, ternyata ngga seperti yg dikomplain'in. It's so easy, man!!! Please be smart, less complaining!","['penasaran', 'aplikasi', 'banyak', 'komplain', 'sulit', 'banget', 'account', 'login', 'dikomplainin', 'its', 'sok', 'easy', 'smart', 'less', 'complaining']",1,0,0,0
"Sudah di install. Register via otp oke. Begitu login, minta verification via email. Ini yg masalah. Tolong perbaiki infrastrukturnya. Sudah, saya periksa di semua folder. Tidak ada.","['install', 'register', 'via', 'otp', 'login', 'verification', 'via', 'email', 'tolong', 'baik', 'infrastruktur', 'periksa', 'folder']",0,0,-1,0
Gak bisa login,['login'],0,0,-1,0
Kalau ada fasilitas topup itu yang benar. Selalu gangguan terus kalau mau topup. Buat apa ada fitur itu kalau tidak bisa!,"['fasilitas', 'topup', 'ganggu', 'topup', 'fitur']",0,0,-1,0
Bagus,['bagus'],0,0,0,1
Ga bisa masuk,[],0,0,-1,0
payahhh... tidak bisa registrasi.... sdh berulang.... buang2 waktu saja.... langsung uninstall aja gaes...,"['payah', 'registrasi', 'ulang', 'buang', 'uninstall']",0,-1,-1,-1
Aplikasi yang sangat buruk,"['aplikasi', 'buruk']",0,0,0,-1
Memudahkan,['mudah'],0,1,0,0
Jelek,['jelek'],0,0,0,-1
"Saya ini udah 2 tahun gak login ke akun & aplikasi starbucks. Saya juga lupa dengan password akun saya, diinget-inget juga saya lupa. Masa fitur forget password gak bisa, GAK JALAN! Server sibuk apalah. Gimana sih. Sayang banget itu akun saya. Mana ada reward welcome back gak bisa saya cek.","['login', 'akun', 'aplikasi', 'starbucks', 'lupa', 'password', 'akun', 'diingetinget', 'lupa', 'fitur', 'forget', 'password', 'jalan', 'server', 'sibuk', 'apa', 'sayang', 'banget', 'akun', 'reward', 'welcome', 'back', 'cek']",0,0,-1,0
Pendukung Zion*s,"['dukung', 'zions']",0,0,0,0
Damned!!,['damned'],0,0,0,-1
Login susah,"['login', 'sulit']",0,0,-1,0
Kecewa lahhh...ribettt...otp...otp...gagal trusssss... Tdk puas nih....ternyata banyak yg complaint hal yg samaaa...tolong di perbaiki sistemnya....sekelas starbucks tp kok susaahhh yaaa...just masukan agar diperbaiki...dipermudah utk pelayanan terbaik...makasih,"['kecewa', 'lahhribettotpotpgagal', 'truss', 'puas', 'nihternyata', 'complaint', 'samaatolong', 'baik', 'sistemnyasekelas', 'starbucks', 'susaahh', 'yaajust', 'masuk', 'diperbaikidipermudah', 'layan', 'terbaikmakasih']",0,0,-1,0
App jancukon,"['app', 'jancukon']",0,0,0,-1
"Mantap, mohon ditambahkan fitur history pembelian","['mantap', 'fitur', 'history', 'beli']",0,0,1,1
good!,[],0,0,0,1
Like,[],0,0,0,1
"Susah banget mau login, padahal udah bener semua email dan passwordnya Gimana solusinya ?","['sulit', 'banget', 'login', 'email', 'passwordnya', 'solusi']",0,0,-1,0
Tidak bs login 😭,['login'],0,0,-1,0
"kok login nya susah banget ga masuk2... sms nya ga dateng2... udah di retry terus tetep aja ga ada sms, padahal udah di otomatis","['login', 'sulit', 'banget', 'sms', 'retry', 'sms', 'otomatis']",0,0,-1,0
"Taste Starbucks selalu membuat perasaan ku jadi tenang..nyaman..hhmm fell free and happiness deh, deliciouss👌","['taste', 'starbucks', 'asa', 'ku', 'tenangnyamanhhmm', 'fell', 'happiness', 'deliciouss']",0,0,0,0
Otp gabisa uda 13x,"['otp', 'enggak bisa']",0,0,-1,0
"loginnya susah, mau sign in. disuruh masukin kode OTP di email, dimasukkan tetep gak bisa katanya kode salah. harap diperbaiki. jadinya uninstall dl....","['loginnya', 'sulit', 'sign', 'suruh', 'masuk', 'kode', 'otp', 'email', 'masuk', 'kode', 'salah', 'harap', 'baik', 'uninstall']",0,0,-1,0
Ok,[],0,0,0,1
Kenapa ga masuk2 w udah isi ulang pake atm ????,"['isi', 'ulang', 'pakai', 'atm']",0,0,-1,0
Sangat membantu! Trus tingkatkan pelayanan ya. Thanks :),"['bantu', 'tingkat', 'layan', 'thanks']",0,1,0,0
Kangen.. Ketemu anak yg HILANG..Karena Covid 19..,"['kangen', 'ketemu', 'anak', 'hilangkarena', 'covid']",0,0,0,0
Pokoke is the beat,"['pokoke', 'beat']",0,0,0,1
Saya jarang keSB karena pandemi tiba tiba saldo saya hilang 🤣🤣🤣,"['jarang', 'kesb', 'pandemi', 'saldo', 'hilang']",0,0,0,0
Mw daftar saya tdk bisa,['daftar'],0,0,-1,0
Good,[],0,0,0,1
sy binggung cra daftarny,"['binggung', 'cra', 'daftarny']",-1,0,0,0
Kenapa saya gak bisa login kembali ya,['login'],0,0,-1,0
Kenapa ada selalu ada tulisan your sesion is already expired Dan saya coba masuk ga ada nomor otp nya,"['tulis', 'your', 'sesion', 'already', 'expired', 'coba', 'nomor', 'otp']",0,0,-1,0
Terimakasih reaward Rp 1 nya 🙏😀👍,"['terimakasih', 'reaward', 'rp']",0,0,0,1
G bisa daftar. Unlimited loading,"['daftar', 'unlimited', 'loading']",0,0,-1,0
"Saya kasih bintang 5 ,meski saya belum tahu membuktikan saldo saya bisa masuk apa tidak..","['kasih', 'bintang', 'bukti', 'saldo']",0,0,0,0
Admin ini gimana ya Maksudnya bacaan ini apa ya( AT LEAST ONE SPECIAL CHARACTER) ga paham saya bikin akun disitu doang gabisa,"['admin', 'maksud', 'baca', 'least', 'one', 'special', 'character', 'paham', 'akun', 'situ', 'doang', 'enggak bisa']",-1,0,-1,0
"Kenapa saya tidak dapat nomo otpnya padahal udah berkali kali aku coba tapi tidak bisa, nomor udah sama,dan udah pakai Imel tetap tidak bisa,dan nomor otpnya tidak ada udah hapus aplikasinya dan download lagi tetap tidak bisa pas lagi di Starbucks nya aku tanya sama stafnya,stafnya bilang mungkin jaringan... Dan aku tes dirumah tetap tidak bisa. Bagaimana ini klo gitu aku engga usah download ini aplikasi nya.... (Semoga bisa paham)","['nomo', 'otpnya', 'kali', 'coba', 'nomor', 'samad', 'pakai', 'imel', 'bisadan', 'nomor', 'otpnya', 'hapus', 'aplikasi', 'download', 'pas', 'starbucks', 'stafnyastafnya', 'jaring', 'tes', 'rumah', 'download', 'aplikasi', 'moga', 'paham']",0,0,-1,0
Ok,[],0,0,0,1
Bgs,['bagus'],0,0,0,1
SANGAT BURUK SEKALI .....!!!!!!,['buruk'],0,0,0,-1
Kenapa kode otp nya pas masuk gagal mulu,"['kode', 'otp', 'pas', 'gagal', 'mulu']",0,0,-1,0
Bagus sihb,"['bagus', 'sihb']",0,0,0,1
Ok star,['star'],0,0,0,1
Ga bsa masuk.. Stuck,['stuck'],0,0,-1,0
⭐⭐⭐⭐⭐,[],0,0,0,1
Mempermudah dalam bertransaksi serta pengecekan jumlah rewards kita juga dapat mengetahui history transaksi.Pembayaran dengan tap tombol pay akan keluar semacam barcode arahkan ke scanner yang ada di kasir starbucks.,"['mudah', 'transaksi', 'kece', 'rewards', 'history', 'transaksipembayaran', 'tap', 'tombol', 'pay', 'barcode', 'arah', 'scanner', 'kasir', 'starbucks']",0,1,0,0
KENAPA KODE OTP TIDAK TERKIRIM KE SMS SAYA,"['kode', 'otp', 'kirim', 'sms']",0,0,-1,0
Top,['top'],0,0,0,1
Pembayaran di aplikasi berbayar kenapa tidak bisa masuk ke sini ya,"['bayar', 'aplikasi', 'bayar']",0,0,-1,0
"Aplikasi sangat ribet, membosan kan, masih banyak coffee yang lain yang saya minat, udah mahal rasanya sama saja sama kopi whaik coffee","['aplikasi', 'ribet', 'bos', 'coffee', 'minat', 'mahal', 'kopi', 'whaik', 'coffee']",0,0,0,-1
Cakep,['cakep'],0,0,0,1
Top,['top'],0,0,0,1
tolong Code starbuck ditambahkan,"['tolong', 'code', 'starbuck']",0,0,-1,0
Ternyata kalau sudah jadi Starbucks Premium nomor hp nggak bisa di ganti. Gimana jadinya kalau nomor yg udah g aktif dipake orang lain? Tolong dipikir lagi agar bisa ganti nomor. Kalau gini kan jadi susah juga Costumer nya.,"['starbucks', 'premium', 'nomor', 'handphone', 'ganti', 'nomor', 'aktif', 'pakai', 'tolong', 'pikir', 'ganti', 'nomor', 'sulit', 'costumer']",-1,0,-1,0
"Kenapa saat saya masukin nomor hp, dibilang invalid? Padahal nomornya udah benar","['masuk', 'nomor', 'handphone', 'bilang', 'invalid', 'nomor']",0,0,-1,0
Ikutan member kok mlh jd ribet gini.. ga bs diakses kodenya utk msk sign in pdhl udh daftar baru.. gmn ia crnya utk komplen nya???.,"['ikut', 'member', 'ribet', 'akses', 'kode', 'sign', 'daftar', 'crnya', 'komplen']",0,0,-1,0
Baik,[],0,0,0,1
Kenapa selalu loading lama sekali kalah mendaftar tapi ujung2nya tidak terdaftar dan saatbmendaaftar ulang dengan nomer yang sama malah sudah terpakai ? Login dengan email yang di daftarkan tidak bisa bagaimana ini?,"['loading', 'kalah', 'daftar', 'ujung', 'daftar', 'saatbmendaaftar', 'ulang', 'nomer', 'pakai', 'login', 'email', 'daftar']",0,0,-1,0
Ok Google,['google'],0,0,0,1
Gimana sih cara mendaftar nya... Ko saya gak bisa bisa. Pada hal sdh mengikuti syarat nya. Tp gak bisa lanjut,"['daftar', 'ikut', 'syarat']",-1,0,-1,0
Simple and gampang,"['simple', 'gampang']",1,0,0,0
Ok,[],0,0,0,1
Dah 2 hari ga bisa download aplikasinya. Tertunda mulu,"['download', 'aplikasi', 'tunda', 'mulu']",0,0,-1,0
Tidak bisa login setelah input yang pertama. Selalu dibilang salah username dan password tapi setiap pilih menu reset dan disuruh input password baru begitu langkah berikutnya dibilang password gak bisa direset. Bikin frustasi aja rasanya,"['login', 'input', 'bilang', 'salah', 'username', 'password', 'pilih', 'menu', 'reset', 'suruh', 'input', 'password', 'langkah', 'bilang', 'password', 'direset', 'frustasi']",0,0,-1,0
"apps nya keren sih.. pertahankan, dan tingkatkan lagi","['apps', 'keren', 'tahan', 'tingkat']",0,0,0,1
Saya punya giftcard tapi kenapa pas di klik tidak keluar kode dan pin? Link nya juga tidak bisa di buka. Tolong dibantu,"['giftcard', 'pas', 'klik', 'kode', 'link', 'buka', 'tolong', 'bantu']",0,0,-1,0
Banyak promo menarik,"['promo', 'tarik']",0,0,1,0
Mantuul banget,"['mantuul', 'banget']",0,0,0,1
Bagus aplikasinya. Mudah pembayarannya. Informasi terupdate selalu.,"['bagus', 'aplikasi', 'mudah', 'bayar', 'informasi', 'terupdate']",1,1,0,1
good,[],0,0,0,1
"Ribed iih harus satu"" gak bisa langsung pas join nya,","['ribed', 'pas', 'join']",0,-1,-1,0
Kenapa harus di klik satu-satu dlu sih untuk masukkan pin?,"['klik', 'satusatu', 'masuk']",0,-1,-1,0
Mangstabb bingitz,"['mangstabb', 'bingitz']",0,0,0,1
Tidak ada kendala apapun. Gausah ribet lg bawa kartu fisik. Hihi suka💕,"['kendala', 'apa', 'enggak usah', 'ribet', 'bawa', 'kartu', 'fisik', 'suka']",0,1,0,0
Bikin password aja menyusahkan,"['password', 'susah']",0,-1,0,0
Jooozzzz Mantaaaab,"['joozz', 'mantaab']",0,0,0,1
Paling disukai sma org baik anak2 sampek tua2 ....tingkatkan terus...byk2 promo dech....,"['suka', 'anak', 'tua', 'tingkat', 'terusbyk', 'promo']",0,0,1,0
👍,[],0,0,0,1
good,[],0,0,0,1
"Ribet banget asli masukin PIN kudu klik kotak dulu baru ketik, harusnya otomatis pindah ke kotak selanjutnya dan bisa langsuk ketik PIN tanpa harus klik kotak. Bayangin aja ke enam kotaknya harus klik baru ketik, buang2 waktu.","['ribet', 'banget', 'asli', 'masuk', 'klik', 'kotak', 'ketik', 'otomatis', 'pindah', 'kotak', 'langsuk', 'ketik', 'klik', 'kotak', 'bayang', 'enam', 'kotak', 'klik', 'ketik', 'buang']",0,-1,-1,0
Tempat Tongkrongan Mengasikkan 😉🙂,"['tongkrong', 'mengasikkan']",0,0,0,0
Oke,[],0,0,0,1
"Lagi error ya? Ko gabisa top up deh nge load melulu Udah di install ulang ttp gabisa ,hadeuhh..bikin ribet begini tau ga","['error', 'enggak bisa', 'top', 'up', 'load', 'melulu', 'install', 'ulang', 'enggak bisa', 'hadeuhhbikin', 'ribet']",0,0,-1,0
Good job,['job'],0,0,0,1
Turbo vpn,"['turbo', 'vpn']",0,0,0,0
"Tolong dong di perbaiki lagi app nya, gagal login terus","['tolong', 'baik', 'app', 'gagal', 'login']",0,0,-1,0
"Sejauh ini menggunakan apk starbucks tidak ada kendala, semoga kedepan nya terus seperti ini. Saya ada masukan, kalau bisa di apk starbucks untuk menu merchandise nya dilengkapi dan juga disertakan dengan harga nya, menurut saya itu akan lebih menarik. -terima kasih","['apk', 'starbucks', 'kendala', 'moga', 'depan', 'masuk', 'apk', 'starbucks', 'menu', 'merchandise', 'lengkap', 'serta', 'harga', 'tarik', 'terima', 'kasih']",1,0,0,1
Bagus,['bagus'],0,0,0,1
Iiich sediiih bner level gw turun ke green lagiii.. padahal udah cape ke gold level...😭😭,"['iiich', 'sediih', 'level', 'turun', 'green', 'capek', 'gold', 'level']",0,0,-1,0
tidak bisa sign up pada aplikasi... internal error,"['sign', 'up', 'aplikasi', 'internal', 'error']",0,0,-1,0
Wew komentarnya pada kasih - semua... Uninstal ahhh 😉,"['wew', 'komentar', 'kasih', 'uninstal']",0,0,0,-1
Aku suka makanan dan minuman kopi kesukaan aku kawan,"['suka', 'makan', 'minum', 'kopi', 'suka', 'kawan']",0,0,0,0
mantab,['mantab'],0,0,0,1
👍,[],0,0,0,1
"Hari ini ikut promo top up pay day 200rb, biasa dapet free minuman, tapi hari ini ga dapet.","['promo', 'top', 'up', 'pay', 'day', 'ribu', 'minum']",0,0,-1,0
Mau tanya ini untuk menggunakan reward voucher Rp 1 utk pembelian kopi syarat n ketentuan nya apa ya...terus hrs top up minimal berapa ....tq,"['reward', 'voucher', 'rp', 'beli', 'kopi', 'syarat', 'tentu', 'yaterus', 'top', 'up', 'minimal', 'tq']",-1,0,0,0
"Saya sudah bikin member card di toko. Knp tidak bisa di tambahin di akun Starbucks nya ya. Infonya no kartu salah, padahal saya baru bikin member cardnya","['member', 'card', 'toko', 'tambah', 'akun', 'starbucks', 'info', 'kartu', 'salah', 'member', 'cardnya']",0,0,-1,0
Menyenangkan dan menenangkan,"['senang', 'tenang']",0,0,0,0
Menurut Gue starbuck emang Bagus ya pelayanannya. kalo ke gerai mana pun gue selalu dilayani dengan baik. kadang pake kartu kredit dapet Kopi gratis. tiap ulang tahun dikasi Cake dan Kopi gratis. yg ngasi bintang jelek belom ngerti kegunaan dan manfaatnya..,"['starbuck', 'bagus', 'layan', 'gerai', 'layan', 'kadang', 'pakai', 'kartu', 'kredit', 'kopi', 'gratis', 'ulang', 'kasi', 'cake', 'kopi', 'gratis', 'asih', 'bintang', 'jelek', 'bom', 'erti', 'guna', 'manfaat']",0,0,0,0
Perfect,['perfect'],0,0,0,1
aplikasi tidak berguna,"['aplikasi', 'guna']",0,0,0,-1
